Loading Data 
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |   Accuracy   |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|      44 |        1045 |       00:18:03 |       98.44% |       98.48% |       0.0737 |       0.0854 |      1.0000e-04 |
|      44 |        1050 |       00:18:08 |       98.44% |       97.98% |       0.0329 |       0.0798 |      1.0000e-04 |
|      44 |        1055 |       00:18:14 |      100.00% |       95.96% |       0.0185 |       0.1967 |      1.0000e-04 |
|      45 |        1060 |       00:18:19 |       98.44% |       96.97% |       0.0223 |       0.1318 |      1.0000e-04 |
|      45 |        1065 |       00:18:25 |      100.00% |       95.96% |       0.0019 |       0.1188 |      1.0000e-04 |
|      45 |        1070 |       00:18:30 |       96.88% |       95.96% |       0.0995 |       0.1767 |      1.0000e-04 |
|      45 |        1075 |       00:18:36 |       98.44% |       95.96% |       0.0264 |       0.1741 |      1.0000e-04 |
|      45 |        1080 |       00:18:41 |       95.31% |       96.97% |       0.1412 |       0.1611 |      1.0000e-04 |
|      46 |        1085 |       00:18:46 |       98.44% |       97.98% |       0.0173 |       0.1122 |      1.0000e-04 |
|      46 |        1090 |       00:18:52 |      100.00% |       98.48% |       0.0051 |       0.0863 |      1.0000e-04 |
|      46 |        1095 |       00:18:57 |      100.00% |       96.97% |       0.0014 |       0.1215 |      1.0000e-04 |
|      46 |        1100 |       00:19:03 |      100.00% |       98.99% |       0.0013 |       0.1006 |      1.0000e-04 |
|      47 |        1105 |       00:19:08 |       98.44% |       98.99% |       0.2508 |       0.0682 |      1.0000e-04 |
|      47 |        1110 |       00:19:14 |      100.00% |       98.48% |       0.0113 |       0.0704 |      1.0000e-04 |
|      47 |        1115 |       00:19:19 |       98.44% |       96.97% |       0.0305 |       0.0780 |      1.0000e-04 |
|      47 |        1120 |       00:19:25 |       98.44% |       96.46% |       0.0155 |       0.0945 |      1.0000e-04 |
|      47 |        1125 |       00:19:30 |       98.44% |       96.46% |       0.0450 |       0.1205 |      1.0000e-04 |
|      48 |        1130 |       00:19:35 |      100.00% |       96.97% |       0.0075 |       0.1222 |      1.0000e-04 |
|      48 |        1135 |       00:19:41 |       98.44% |       98.48% |       0.0225 |       0.0536 |      1.0000e-04 |
|      48 |        1140 |       00:19:46 |      100.00% |       97.47% |       0.0006 |       0.1505 |      1.0000e-04 |
|      48 |        1145 |       00:19:52 |       98.44% |       97.98% |       0.0136 |       0.1172 |      1.0000e-04 |
|      48 |        1150 |       00:19:57 |      100.00% |       97.47% |       0.0024 |       0.1499 |      1.0000e-04 |
|      49 |        1155 |       00:20:02 |       95.31% |       97.47% |       0.1062 |       0.1691 |      1.0000e-04 |
|      49 |        1160 |       00:20:07 |      100.00% |       97.98% |       0.0061 |       0.0857 |      1.0000e-04 |
|      49 |        1165 |       00:20:13 |      100.00% |       95.45% |       0.0121 |       0.1672 |      1.0000e-04 |
|      49 |        1170 |       00:20:18 |      100.00% |       95.45% |       0.0047 |       0.1204 |      1.0000e-04 |
|      49 |        1175 |       00:20:24 |      100.00% |       96.46% |       0.0112 |       0.1137 |      1.0000e-04 |
|      50 |        1180 |       00:20:29 |       98.44% |       94.44% |       0.0433 |       0.1774 |      1.0000e-04 |
